xcc,ycc,angle_68_deg,angle_95_deg,angle_997_deg,pW_laplace_rayleightest,pW_xJ_rayleightest,pW_xinvar_rayleightest,pW_xcc_rayleightest
-0.0053691016771176305,0.0221485148425376,0.18592164396788008,0.30146580003617784,0.41980196456551727,0.8638036530299689,0.8994010703679893,0.022008965746368594,0.9841372614599002
-0.005509923294184298,0.022188074918170514,0.1858151691652631,0.3012931536768928,0.4195615462215487,0.887258705923143,0.9214242395813319,0.021385861380969425,0.9717903897567203
-0.005599068010014793,0.022190761857409487,0.18576445288676507,0.301210918438503,0.4194470297052769,0.8901757025330844,0.9267039927172219,0.022306230459929178,0.9696553367692965
-0.005616818275587591,0.02220391020319355,0.1856998321548161,0.3011061374603661,0.41930111716551843,0.9091049594212011,0.9412946122078523,0.022279339372483976,0.9681201706820144
-0.0056623835514962445,0.022272672474323265,0.1857909954872814,0.3012539566334012,0.4195069624571549,0.9228783871370576,0.9540313476638338,0.02351987003993659,0.9627855177114382
-0.0057051156527337735,0.022329330874877016,0.1859651758095143,0.30153638588220344,0.4199002587459295,0.9313129082533262,0.9642074881768483,0.025910282582118836,0.9610804541781102
-0.005692449529239426,0.02237410229339599,0.1859902358556521,0.3015770201512183,0.4199568439172282,0.9335046517110384,0.9689669753347546,0.02832115311536159,0.9610636270810188
-0.005617855831913005,0.022266827740097712,0.18603060315775938,0.30164247477205824,0.42004799262100145,0.957043680841159,0.9828589663064338,0.026287110319411954,0.9650987310006975
-0.0056386240139085515,0.022180719216132554,0.18596554923273997,0.30153699137908513,0.41990110192941826,0.9689601097848974,0.9890884323650299,0.026416708511175783,0.968240457697522
-0.005650684156773381,0.022190979068189683,0.18593770634990378,0.3014918448066339,0.4198382331590842,0.97712603134869,0.9947907873949888,0.027887674642690218,0.9630314801851291
-0.005612248686066791,0.022174876733652545,0.18596828948096006,0.3015414346264207,0.4199072893647363,0.9794664678973516,0.9982689825998416,0.029494999929604696,0.9616540026617867
-0.005605971906284747,0.022111415261017214,0.18599293205357098,0.30158139197204775,0.41996293188772704,0.9814476757946514,0.9993376917756049,0.030231747666252775,0.9637648559516638
-0.005650900662681195,0.022063465767384022,0.18600097246854538,0.30159442931379266,0.4199810870123493,0.9853168799899592,0.9998348317743906,0.03174353724050929,0.9589156993560494
-0.005689908142010739,0.021954744093750016,0.18599365343229285,0.3015825616704963,0.4199645607490017,0.9883812486374117,0.9994697477177978,0.03150776933057406,0.9614237039087619
-0.0056717645962379454,0.021944262747222117,0.1859482625673668,0.30150896146222333,0.4198620689240031,0.9824020502186467,0.9944249310976451,0.032144500327904224,0.9599620783086174
-0.005711424491937914,0.021841817190408196,0.1859967244801291,0.3015875413015573,0.41997149512444665,0.9831228005197152,0.9933637525332083,0.03145684936720836,0.9556982437718605
-0.005740452645087183,0.021726029093797346,0.18610384757412413,0.3017612388528038,0.42021337730984254,0.9870220918960428,0.9892252270409819,0.02928269607449944,0.9520691464033219
-0.005789983113522463,0.02169932215655891,0.18609479505256069,0.30174656040414577,0.420192936864721,0.9812776387771242,0.98153682886903,0.029546839938832788,0.9489140333493336
-0.005804916759842796,0.021615299027516948,0.18602657090054012,0.3016359365628127,0.42003888785052684,0.9731029743329035,0.9718755635729036,0.0293627608440556,0.9471806141060659
-0.005737226193293439,0.021463839649583913,0.1859776829960625,0.3015566659878237,0.41992849976705016,0.9530437572814644,0.950274187718973,0.027242909097816452,0.9468565945335857
-0.0057591769885148815,0.02132279766666035,0.1859321316117522,0.3014828055012951,0.4198256454923104,0.9456769883506236,0.9373673154676966,0.02512777988748263,0.9449727276692961
-0.00576277908592859,0.021160977257576114,0.18581297814140207,0.3012896009838469,0.41955659892595676,0.9249035265774395,0.909533117130959,0.02217562781957477,0.9441955801224445
-0.005738942615404471,0.021028745987454113,0.18573885042600988,0.3011694046579475,0.4193892197737412,0.9018088531646948,0.8814124858940061,0.020010049403605176,0.93318843486646
-0.005785564743861667,0.020795557854065637,0.18574009243157089,0.3011714185403919,0.41939202420168004,0.882695296532097,0.856394179489421,0.016875665594116906,0.9255634088202689
-0.005875358232045579,0.0205559637216835,0.18582423358526565,0.30130785141820776,0.41958201353182156,0.8703632760128056,0.8358432770384868,0.014100937550066379,0.9194665782577405
-0.006010036840780513,0.02031505823399203,0.18590865966019662,0.30144474629008994,0.41977264621311855,0.8488964144606833,0.8060932623953302,0.011487582739828797,0.9193049698796788
-0.006218418776076997,0.020078006436413005,0.1858504722071043,0.30135039671915026,0.419641259905705,0.8248467800218546,0.7775790283579084,0.010238145709877711,0.9247974674764036
-0.0063440582096100755,0.019862051923793398,0.18590521628018392,0.30143916293130146,0.4197648711179095,0.798746532865941,0.7476949754243645,0.008608269338679045,0.9168116770435686
-0.006574463336408259,0.019592334621962044,0.18586808966277243,0.30137896300435246,0.4196810398292512,0.7803889118884303,0.7222434832650797,0.0071190246439501075,0.9159228383225003
-0.006813637709434676,0.019435258631046923,0.1857559669449727,0.3011971586859143,0.4194278685894882,0.7642301882038971,0.7006703611296138,0.006070093535065743,0.9192958725263058
-0.007066682966968637,0.01921925545680973,0.18573865860734312,0.30116909362854666,0.41938878665037604,0.7362338116331449,0.6680380025235183,0.005107776183149974,0.9110308354539882
-0.007353043094809252,0.019048840129620947,0.18566944662488813,0.30105686804732945,0.4192325071442273,0.7273858594627223,0.6540754227808591,0.004402582697377996,0.900779364549314
-0.007645926775678942,0.018868608877354393,0.18563559083821976,0.30100197169580745,0.41915606134149297,0.6875340237093965,0.6088142724258989,0.0032465127807990587,0.9070623419486668
