xcc,ycc,angle_68_deg,angle_95_deg,angle_997_deg,pW_laplace_rayleightest,pW_xJ_rayleightest,pW_xinvar_rayleightest,pW_xcc_rayleightest
-0.0027788553265993944,0.021893531177758024,0.0997001101013568,0.1616601036430082,0.22511681118640695,0.784528623726206,0.7455971180807323,0.007575739713348172,0.947850911999731
-0.002909584194384818,0.02173360282140448,0.09970130025147116,0.16166203343132052,0.22511949848441068,0.76571122743716,0.7267580573546438,0.007452064984545405,0.9418404094091327
-0.0030540776476271313,0.021604136645761718,0.09976537879006468,0.16176593462290617,0.22526418454331223,0.7671240852414533,0.7308549908143769,0.008070827145980815,0.937506451225002
-0.0031764463772722615,0.021486516592465307,0.09982457736717759,0.1618619231216451,0.22539785190010286,0.7584811289802084,0.7208218037182947,0.008499005691544683,0.9324435111639406
-0.003300875354076076,0.021377248739004016,0.09985685143593072,0.16191425443712457,0.22547072509567764,0.7505782526292148,0.7127225694667207,0.00920975762486969,0.9284984145458894
-0.003417970246996085,0.02127559601341847,0.09982797672832601,0.16186743507125148,0.22540552748359519,0.7358537281859204,0.6995547277878605,0.00945409010879085,0.9328732107318184
-0.003518436334948577,0.021180477865849114,0.0997734619771456,0.1617790412384666,0.22528243596591063,0.7212746372910924,0.6853306819154739,0.00903441830429987,0.9366251997998668
-0.003620129043394609,0.021063141128787054,0.09969613336797913,0.16165365550381983,0.22510783192611442,0.7015196870307501,0.6631351844093235,0.008422371523264763,0.934988831500878
-0.0037557605594401885,0.020937138529586917,0.09971290014383295,0.16168084226597165,0.22514569044728738,0.6902618218638717,0.6492099759147205,0.008308556121458326,0.9326561628624559
-0.0038996862961890952,0.020821032977715852,0.09972666348753859,0.16170315906410165,0.22517676737254844,0.6666538916825909,0.6259648491972174,0.008375466154358597,0.9279741923937528
-0.004037451813463367,0.020708599472102376,0.09973294554240114,0.1617133452044232,0.22519095193073935,0.6555857138893517,0.617863957979624,0.00853666973551785,0.9252787955141302
-0.004186704580431554,0.020610425321098334,0.0997147280821886,0.161683806206431,0.22514981783848192,0.6494569815276392,0.6119749921530288,0.0087487649087646,0.9245962212552018
-0.004304897139457337,0.020488639698178577,0.09968787663946156,0.16164026749671717,0.22508918865601654,0.6264807569127925,0.5847068906678506,0.008096795451611046,0.9214393780485507
-0.004463808600088164,0.020336377284289178,0.09969905662128029,0.16165839546055769,0.22511443248234925,0.6017351873687118,0.5586504649421259,0.007549543538874002,0.9153696786422812
-0.0046479225966394346,0.02019365181523894,0.09972232206542314,0.16169611959440286,0.22516696466373193,0.5832251730799406,0.5398245500151012,0.007039576003853114,0.9078041051763411
-0.004836996128698512,0.02007574748137124,0.09973385355223205,0.16171481751177405,0.22519300217044147,0.5732717049156673,0.5297662652932102,0.006734633150985571,0.9020079333782944
-0.005029969414765334,0.019991555009523466,0.09975350088526751,0.16174667500040776,0.22523736484241993,0.5708756335486068,0.5237048209204332,0.0067838163463477446,0.8992319364586483
-0.005191770991293503,0.019910816658419962,0.09976437523197328,0.16176430738726733,0.2252619185605218,0.5600565191677089,0.5111086369798281,0.006729143711547722,0.902640231623648
-0.00535880855555868,0.01980571347908476,0.09975922978068413,0.16175596421133548,0.22525030039495067,0.5355287801176798,0.48870759348643505,0.006105797393415587,0.9018413565466311
